VMV_Code,National_Variable_Code,Variable_Common_Name,Variable_Common_Name_fr,variable_type,Variable_type_fr,measurement_unit,description,Description_fr,National_Method_Code,Method_Title,Method_Title_fr
110248,683,LEAD TOTAL,PLOMB TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110249,595,MOLYBDENUM TOTAL,MOLYBDNE TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110250,610,NICKEL  TOTAL,NICKEL  TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110251,782,SELENIUM TOTAL,SLNIUM TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110252,350,SILVER TOTAL,ARGENT TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110253,861,THALLIUM TOTAL,THALLIUM TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110254,812,TIN TOTAL,TAIN TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110255,858,TITANIUM TOTAL,TITANE TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110256,2725,URANIUM TOTAL,URANIUM TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110257,878,VANADIUM TOTAL,VANADIUM TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110258,890,ZINC TOTAL,ZINC TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,4007,"TOTAL METALS IN WATER WITH ""IN BOTTLE"" DIGESTION ARE ANALYZED BY INDUCTIVELY COUPLED PLASMA - COLLISION/REACTION CELL - MASS SPECTROMETRY (ICP-CRC-MS).","LES MTAUX TOTAUX DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR CELLULE DE COLLISION/RACTION-SPECTROMTRIE DE MASSE AVEC PLASMA  COUPLAGE INDUCTIF (CCR-SM-PCI)."
110259,388,BARIUM TOTAL,BARYUM TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110260,401,BORON TOTAL,BORE  TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110261,408,CALCIUM  TOTAL,CALCIUM TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110262,519,IRON TOTAL,FER TOTAL,METAL,MTAUX,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110263,585,MAGNESIUM TOTAL,MAGNSIUM TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110264,591,MANGANESE TOTAL,MANGANSE TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110265,567,POTASSIUM TOTAL,POTASSIUM TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110266,602,SODIUM TOTAL,SODIUM TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110267,823,STRONTIUM TOTAL,STRONTIUM TOTAL,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2960,"TOTAL METALS IN WATER BY ""IN BOTTLE"" DIGESTION ARE ANALYZED BY ICP-MS/ICP-OES.","LES MTAUX TOTAUX DANS L'EAU PAR DIGESTION ""EN BOUTEILLE"" SONT ANALYSS PAR ICP-MS/ICP-OES."
110269,2677,ORTHOPHOSPHATE DISSOLVED/UNFILTERED,ORTHOPHOSPHATE DISSOUS/NON FILTR,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,2758,ORTHO-PHOSPHOROUS IS ANALYZED BY COLOURIMETRY ON AN AUTOANALYZER.,LORTHO-PHOSPHORE EST ANALYS PAR COLORIMTRIE SUR UN AUTOANALYSEUR.
110288,549,MERCURY TOTAL,MERCURE TOTAL,METAL,MTAUX,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4008,MERCURY BY COLD VAPOR ATOMIC FLUORESCENCE DETECTOR WITH CONCENTRATION BY AN INLINE GOLD TRAP.,LE MERCURE EST DTERMIN PAR FLUORESCENCE ATOMIQUE  VAPEUR FROIDE AVEC CONCENTRATION PAR TRAPPE DOR EN LIGNE.
110587,1429,NAPHTHALENE-C1,NAPHTALNE-C1,SURROGATE,SURROGATE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110588,4048,NAPHTHALENE-C2,NAPHTHALNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110589,4049,ALKYLATED NAPHTHALENE-C3,NAPHTALNES ALKYLS-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110590,1430,NAPHTHALENE-C4,NAPHTALNE-C4,SURROGATE,SURROGATE,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110591,4400,DIBENZOTHIOPHENE-C1,DIBENZOTHIOPHNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110592,4053,DIBENZOTHIOPHENE-C2,DIBENZOTHIOPHNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110593,4401,FLUORANTHENE/PYRENE-C1,FLUORANTHNE/PYRNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110594,4405,FLUORANTHENE/PYRENE-C2,FLUORANTHNE/PYRNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110595,4402,FLUORENE-C1,FLUORNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110596,9003,FLUORENE-C2,FLUORNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110597,9004,FLUORENE-C3,FLUORNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110598,4411,FLUORENE-C4,FLUORNE-C4,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110599,4054,DIBENZOTHIOPHENE-C3,DIBENZOTHIOPHNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110600,4403,PHENANTHRENE-C1,PHNANTHRNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110601,3730,PHENANTHRENE-C2,PHNANTHRNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110602,3731,PHENANTHRENE-C3,PHNANTHRNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110603,3732,PHENANTHRENE-C4,PHNANTHRNE-C4,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110604,4412,CHRYSENE-C1,CHRYSNE-C1,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110605,4404,CHRYSENE-C2,CHRYSNE-C2,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110606,4406,CHRYSENE-C3,CHRYSNE-C3,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110607,4409,CHRYSENE-C4,CHRYSNE-C4,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110608,1077,BIPHENYL,BIPHNYLE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110611,137,BENZO( E)PYRENE,BENZO( E)PYRNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110612,141,PERYLENE,PRYLNE,AROMATIC,AROMATIQUES,NG/L,NANOGRAM PER LITER,NANOGRAMME PAR LITRE,4102,"ANALYSIS OF OCS, PCBS, CBS & PAHS IN 1 L WATER BY GC-ECD AND GC-MSD","ANALYSE DES OC, BPC, DES CB ET DES HAP DANS 1 L D'EAU PAR EC-ECD ET GC-MSD"
110688,371,ALUMINUM EXTRACTABLE,ALUMINIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110689,764,ANTIMONY EXTRACTABLE,ANTIMOINE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110690,377,ARSENIC EXTRACTABLE,ARSENIC EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110691,387,BARIUM EXTRACTABLE,BARYUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110692,392,BERYLLIUM EXTRACTABLE,BRYLLIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110693,400,BORON EXTRACTABLE,BORE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110694,410,CADMIUM EXTRACTABLE,CADMIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110695,461,CHROMIUM EXTRACTABLE,CHROME EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110696,454,COBALT EXTRACTABLE,COBALT EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110697,468,COPPER  EXTRACTABLE,CUIVRE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110698,679,LEAD EXTRACTABLE,PLOMB EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110699,589,MANGANESE EXTRACTABLE,MANGANSE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110700,594,MOLYBDENUM EXTRACTABLE,MOLYBDNE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110701,608,NICKEL EXTRACTABLE,NICKEL  EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110702,820,STRONTIUM EXTRACTABLE,STRONTIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110703,857,TITANIUM EXTRACTABLE,TITANE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
110704,877,VANADIUM EXTRACTABLE,VANADIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,2841,EXTRACTABLE ELEMENTS IN ACID PRESERVED SAMPLES ARE ANALYZED BY ICP-MS.,DES LMENTS EXTRACTIBLES DANS DES CHANTILLONS PRSERVS DANS L'ACIDE SONT ANALYSS PAR ICP-MS.
